Q9UBW7 AF-Q9UBW7-F1-model_v4.pdb
Q9Y6C2 AF-Q9Y6C2-F1-model_v4.pdb
Q9Y6C5 AF-Q9Y6C5-F1-model_v4.pdb
Q9Y5Q5 AF-Q9Y5Q5-F1-model_v4.pdb
Q9Y5R5 AF-Q9Y5R5-F1-model_v4.pdb
Q9Y5R6 AF-Q9Y5R6-F1-model_v4.pdb
Q9Y5S8 AF-Q9Y5S8-F1-model_v4.pdb
Q9Y5S9 AF-Q9Y5S9-F1-model_v4.pdb
Q9Y5U2 AF-Q9Y5U2-F1-model_v4.pdb
Q9Y5V3 AF-Q9Y5V3-F1-model_v4.pdb
Q9Y5W7 AF-Q9Y5W7-F1-model_v4.pdb
Q9Y5X0 AF-Q9Y5X0-F1-model_v4.pdb
Q9Y5X4 AF-Q9Y5X4-F1-model_v4.pdb
Q9Y5X5 AF-Q9Y5X5-F1-model_v4.pdb
Q9Y5X9 AF-Q9Y5X9-F1-model_v4.pdb
Q9Y5Y0 AF-Q9Y5Y0-F1-model_v4.pdb
Q9Y5Y5 AF-Q9Y5Y5-F1-model_v4.pdb
Q9Y5Z0 AF-Q9Y5Z0-F1-model_v4.pdb
Q9Y5Z4 AF-Q9Y5Z4-F1-model_v4.pdb
Q99612 AF-Q99612-F1-model_v4.pdb
Q99615 AF-Q99615-F1-model_v4.pdb
Q99643 AF-Q99643-F1-model_v4.pdb
Q99650 AF-Q99650-F1-model_v4.pdb
Q99665 AF-Q99665-F1-model_v4.pdb
Q99674 AF-Q99674-F1-model_v4.pdb
Q99683 AF-Q99683-F1-model_v4.pdb
Q99687 AF-Q99687-F1-model_v4.pdb
Q99689 AF-Q99689-F1-model_v4.pdb
Q99697 AF-Q99697-F1-model_v4.pdb
Q96KG9 AF-Q96KG9-F1-model_v4.pdb
Q96KN7 AF-Q96KN7-F1-model_v4.pdb
Q96KP4 AF-Q96KP4-F1-model_v4.pdb
Q96KQ7 AF-Q96KQ7-F1-model_v4.pdb
Q99523 AF-Q99523-F1-model_v4.pdb
Q99536 AF-Q99536-F1-model_v4.pdb
Q99538 AF-Q99538-F1-model_v4.pdb
Q99542 AF-Q99542-F1-model_v4.pdb
Q99569 AF-Q99569-F1-model_v4.pdb
Q99571 AF-Q99571-F1-model_v4.pdb
Q99572 AF-Q99572-F1-model_v4.pdb
Q99592 AF-Q99592-F1-model_v4.pdb
Q99593 AF-Q99593-F1-model_v4.pdb
Q96TA2 AF-Q96TA2-F1-model_v4.pdb
Q99062 AF-Q99062-F1-model_v4.pdb
Q99081 AF-Q99081-F1-model_v4.pdb
Q99102 AF-Q99102-F1-model_v4.pdb
Q99217 AF-Q99217-F1-model_v4.pdb
Q99250 AF-Q99250-F1-model_v4.pdb
Q99259 AF-Q99259-F1-model_v4.pdb
Q99447 AF-Q99447-F1-model_v4.pdb
Q99466 AF-Q99466-F1-model_v4.pdb
Q99496 AF-Q99496-F1-model_v4.pdb
Q99502 AF-Q99502-F1-model_v4.pdb
Q96KR4 AF-Q96KR4-F1-model_v4.pdb
Q96KS0 AF-Q96KS0-F1-model_v4.pdb
Q96KV7 AF-Q96KV7-F1-model_v4.pdb
Q96M63 AF-Q96M63-F1-model_v4.pdb
Q96M86 AF-Q96M86-F1-model_v4.pdb
Q96NA8 AF-Q96NA8-F1-model_v4.pdb
Q96T60 AF-Q96T60-F1-model_v4.pdb
Q96T68 AF-Q96T68-F1-model_v4.pdb
Q96T76 AF-Q96T76-F1-model_v4.pdb
Q96LT7 AF-Q96LT7-F1-model_v4.pdb
Q96LT9 AF-Q96LT9-F1-model_v4.pdb
Q96LW4 AF-Q96LW4-F1-model_v4.pdb
Q96M02 AF-Q96M02-F1-model_v4.pdb
Q96M53 AF-Q96M53-F1-model_v4.pdb
Q96L15 AF-Q96L15-F1-model_v4.pdb
Q96L42 AF-Q96L42-F1-model_v4.pdb
Q96L73 AF-Q96L73-F1-model_v4.pdb
Q96L91 AF-Q96L91-F1-model_v4.pdb
Q96L92 AF-Q96L92-F1-model_v4.pdb
Q96L93 AF-Q96L93-F1-model_v4.pdb
Q96LB3 AF-Q96LB3-F1-model_v4.pdb
Q96LC7 AF-Q96LC7-F1-model_v4.pdb
Q96MT8 AF-Q96MT8-F1-model_v4.pdb
Q96MU6 AF-Q96MU6-F1-model_v4.pdb
Q96MU8 AF-Q96MU8-F1-model_v4.pdb
Q96MV8 AF-Q96MV8-F1-model_v4.pdb
Q96N16 AF-Q96N16-F1-model_v4.pdb
Q96N21 AF-Q96N21-F1-model_v4.pdb
Q96N66 AF-Q96N66-F1-model_v4.pdb
Q96N67 AF-Q96N67-F1-model_v4.pdb
Q96N76 AF-Q96N76-F1-model_v4.pdb
Q96M96 AF-Q96M96-F1-model_v4.pdb
Q96MF2 AF-Q96MF2-F1-model_v4.pdb
Q96MK2 AF-Q96MK2-F1-model_v4.pdb
Q96MM7 AF-Q96MM7-F1-model_v4.pdb
Q96MN2 AF-Q96MN2-F1-model_v4.pdb
Q96MP8 AF-Q96MP8-F1-model_v4.pdb
Q96MR6 AF-Q96MR6-F1-model_v4.pdb
Q96MS0 AF-Q96MS0-F1-model_v4.pdb
Q96MT7 AF-Q96MT7-F1-model_v4.pdb
Q96Q05 AF-Q96Q05-F1-model_v4.pdb
Q96Q15 AF-Q96Q15-F1-model_v4.pdb
Q96SW2 AF-Q96SW2-F1-model_v4.pdb
Q96SZ4 AF-Q96SZ4-F1-model_v4.pdb
Q96T17 AF-Q96T17-F1-model_v4.pdb
Q96T21 AF-Q96T21-F1-model_v4.pdb
Q96T37 AF-Q96T37-F1-model_v4.pdb
Q96T52 AF-Q96T52-F1-model_v4.pdb
Q96T53 AF-Q96T53-F1-model_v4.pdb
Q96T54 AF-Q96T54-F1-model_v4.pdb
Q96NG3 AF-Q96NG3-F1-model_v4.pdb
Q96NH3 AF-Q96NH3-F1-model_v4.pdb
Q96NL6 AF-Q96NL6-F1-model_v4.pdb
Q96NM4 AF-Q96NM4-F1-model_v4.pdb
Q96PX1 AF-Q96PX1-F1-model_v4.pdb
Q96PY5 AF-Q96PY5-F1-model_v4.pdb
Q96PY6 AF-Q96PY6-F1-model_v4.pdb
Q96PZ0 AF-Q96PZ0-F1-model_v4.pdb
Q96PZ7 AF-Q96PZ7-F1-model_v4.pdb
Q96PC3 AF-Q96PC3-F1-model_v4.pdb
Q96PC5 AF-Q96PC5-F1-model_v4.pdb
Q96PD5 AF-Q96PD5-F1-model_v4.pdb
Q96PD7 AF-Q96PD7-F1-model_v4.pdb
Q96PE1 AF-Q96PE1-F1-model_v4.pdb
Q96PE3 AF-Q96PE3-F1-model_v4.pdb
Q96PE5 AF-Q96PE5-F1-model_v4.pdb
Q96PH1 AF-Q96PH1-F1-model_v4.pdb
Q96PJ5 AF-Q96PJ5-F1-model_v4.pdb
Q96PN6 AF-Q96PN6-F1-model_v4.pdb
Q96PN7 AF-Q96PN7-F1-model_v4.pdb
Q96PP8 AF-Q96PP8-F1-model_v4.pdb
Q96PR1 AF-Q96PR1-F1-model_v4.pdb
Q96PU5 AF-Q96PU5-F1-model_v4.pdb
Q96PV0 AF-Q96PV0-F1-model_v4.pdb
Q96NR3 AF-Q96NR3-F1-model_v4.pdb
Q96NT0 AF-Q96NT0-F1-model_v4.pdb
Q96NT5 AF-Q96NT5-F1-model_v4.pdb
Q96NX9 AF-Q96NX9-F1-model_v4.pdb
Q96NY7 AF-Q96NY7-F1-model_v4.pdb
Q96NY8 AF-Q96NY8-F1-model_v4.pdb
Q96P20 AF-Q96P20-F1-model_v4.pdb
Q96P26 AF-Q96P26-F1-model_v4.pdb
Q96P31 AF-Q96P31-F1-model_v4.pdb
Q96P44 AF-Q96P44-F1-model_v4.pdb
Q8IWZ3 AF-Q8IWZ3-F1-model_v4.pdb
Q8IWZ6 AF-Q8IWZ6-F1-model_v4.pdb
Q8IWZ8 AF-Q8IWZ8-F1-model_v4.pdb
Q8IX03 AF-Q8IX03-F1-model_v4.pdb
Q8IX21 AF-Q8IX21-F1-model_v4.pdb
Q8IX30 AF-Q8IX30-F1-model_v4.pdb
Q8IXA5 AF-Q8IXA5-F1-model_v4.pdb
Q8IXF0 AF-Q8IXF0-F1-model_v4.pdb
Q8IXI1 AF-Q8IXI1-F1-model_v4.pdb
Q8IXJ6 AF-Q8IXJ6-F1-model_v4.pdb
Q8IXJ9 AF-Q8IXJ9-F1-model_v4.pdb
Q8IXK0 AF-Q8IXK0-F1-model_v4.pdb
Q8IXK2 AF-Q8IXK2-F1-model_v4.pdb
Q8IXL6 AF-Q8IXL6-F1-model_v4.pdb
Q8IXL7 AF-Q8IXL7-F1-model_v4.pdb
Q8IZS8 AF-Q8IZS8-F1-model_v4.pdb
Q8IZT6 AF-Q8IZT6-F1-model_v4.pdb
Q8IZU0 AF-Q8IZU0-F1-model_v4.pdb
Q8IZU9 AF-Q8IZU9-F1-model_v4.pdb
Q8IZY2 AF-Q8IZY2-F1-model_v4.pdb
Q8N0S2 AF-Q8N0S2-F1-model_v4.pdb
Q8N0U8 AF-Q8N0U8-F1-model_v4.pdb
Q8N0V5 AF-Q8N0V5-F1-model_v4.pdb
Q8N0W3 AF-Q8N0W3-F1-model_v4.pdb
Q8N0W4 AF-Q8N0W4-F1-model_v4.pdb
Q8N0W5 AF-Q8N0W5-F1-model_v4.pdb
Q8N0X2 AF-Q8N0X2-F1-model_v4.pdb
Q8N103 AF-Q8N103-F1-model_v4.pdb
Q8N126 AF-Q8N126-F1-model_v4.pdb
Q8N135 AF-Q8N135-F1-model_v4.pdb
Q8N142 AF-Q8N142-F1-model_v4.pdb
Q8N145 AF-Q8N145-F1-model_v4.pdb
Q8N157 AF-Q8N157-F1-model_v4.pdb
Q8N163 AF-Q8N163-F1-model_v4.pdb
Q8N187 AF-Q8N187-F1-model_v4.pdb
Q8N1B3 AF-Q8N1B3-F1-model_v4.pdb
Q8N1F7 AF-Q8N1F7-F1-model_v4.pdb
Q8N1G0 AF-Q8N1G0-F1-model_v4.pdb
Q8N1I0 AF-Q8N1I0-F1-model_v4.pdb
Q8N1K5 AF-Q8N1K5-F1-model_v4.pdb
Q8N1M1 AF-Q8N1M1-F1-model_v4.pdb
Q8N1N0 AF-Q8N1N0-F1-model_v4.pdb
Q8N1N4 AF-Q8N1N4-F1-model_v4.pdb
Q8N1S5 AF-Q8N1S5-F1-model_v4.pdb
Q8N1V2 AF-Q8N1V2-F1-model_v4.pdb
Q8N1W1 AF-Q8N1W1-F1-model_v4.pdb
Q8N205 AF-Q8N205-F1-model_v4.pdb
Q8N228 AF-Q8N228-F1-model_v4.pdb
Q8N264 AF-Q8N264-F1-model_v4.pdb
Q8N2C7 AF-Q8N2C7-F1-model_v4.pdb
Q8N2K0 AF-Q8N2K0-F1-model_v4.pdb
Q8N2Q7 AF-Q8N2Q7-F1-model_v4.pdb
Q8N2S1 AF-Q8N2S1-F1-model_v4.pdb
Q8N302 AF-Q8N302-F1-model_v4.pdb
Q8N323 AF-Q8N323-F1-model_v4.pdb
Q8N328 AF-Q8N328-F1-model_v4.pdb
Q8N371 AF-Q8N371-F1-model_v4.pdb
Q8N387 AF-Q8N387-F1-model_v4.pdb
Q8N392 AF-Q8N392-F1-model_v4.pdb
Q8N3C0 AF-Q8N3C0-F1-model_v4.pdb
Q8N4S0 AF-Q8N4S0-F1-model_v4.pdb
Q8N4S9 AF-Q8N4S9-F1-model_v4.pdb
Q8N4T0 AF-Q8N4T0-F1-model_v4.pdb
Q8N4U5 AF-Q8N4U5-F1-model_v4.pdb
Q8N4W9 AF-Q8N4W9-F1-model_v4.pdb
Q8N554 AF-Q8N554-F1-model_v4.pdb
Q8N573 AF-Q8N573-F1-model_v4.pdb
Q8N5B7 AF-Q8N5B7-F1-model_v4.pdb
Q8N414 AF-Q8N414-F1-model_v4.pdb
Q8N434 AF-Q8N434-F1-model_v4.pdb
Q8N465 AF-Q8N465-F1-model_v4.pdb
Q8N490 AF-Q8N490-F1-model_v4.pdb
Q8N4A0 AF-Q8N4A0-F1-model_v4.pdb
Q8N4C6 AF-Q8N4C6-F1-model_v4.pdb
Q8N4C8 AF-Q8N4C8-F1-model_v4.pdb
Q8N3I7 AF-Q8N3I7-F1-model_v4.pdb
Q8N3J5 AF-Q8N3J5-F1-model_v4.pdb
Q8N3P4 AF-Q8N3P4-F1-model_v4.pdb
Q8N3R9 AF-Q8N3R9-F1-model_v4.pdb
Q8N3U4 AF-Q8N3U4-F1-model_v4.pdb
Q8N3V7 AF-Q8N3V7-F1-model_v4.pdb
Q8N3X1 AF-Q8N3X1-F1-model_v4.pdb
Q8N3Y1 AF-Q8N3Y1-F1-model_v4.pdb
Q8N5C8 AF-Q8N5C8-F1-model_v4.pdb
Q8N5D6 AF-Q8N5D6-F1-model_v4.pdb
Q8N5R6 AF-Q8N5R6-F1-model_v4.pdb
Q8N5U6 AF-Q8N5U6-F1-model_v4.pdb
Q8N5Y2 AF-Q8N5Y2-F1-model_v4.pdb
Q8N5Z5 AF-Q8N5Z5-F1-model_v4.pdb
Q8N612 AF-Q8N612-F1-model_v4.pdb
Q8N635 AF-Q8N635-F1-model_v4.pdb
Q8N6C5 AF-Q8N6C5-F1-model_v4.pdb
Q8N6F1 AF-Q8N6F1-F1-model_v4.pdb
Q8N6G6 AF-Q8N6G6-F1-model_v4.pdb
Q8N6I4 AF-Q8N6I4-F1-model_v4.pdb
Q8N6M0 AF-Q8N6M0-F1-model_v4.pdb
Q8N6M5 AF-Q8N6M5-F1-model_v4.pdb
Q8N6M6 AF-Q8N6M6-F1-model_v4.pdb
Q8N6Q1 AF-Q8N6Q1-F1-model_v4.pdb
Q8N6R0 AF-Q8N6R0-F1-model_v4.pdb
Q8N6T0 AF-Q8N6T0-F1-model_v4.pdb
Q8N6T7 AF-Q8N6T7-F1-model_v4.pdb
Q8N6U8 AF-Q8N6U8-F1-model_v4.pdb
Q8N6W0 AF-Q8N6W0-F1-model_v4.pdb
Q8N720 AF-Q8N720-F1-model_v4.pdb
Q8N766 AF-Q8N766-F1-model_v4.pdb
Q8N7B9 AF-Q8N7B9-F1-model_v4.pdb
P0C869 AF-P0C869-F1-model_v4.pdb
P0CAP1 AF-P0CAP1-F1-model_v4.pdb
P0CAP2 AF-P0CAP2-F1-model_v4.pdb
P0DI81 AF-P0DI81-F1-model_v4.pdb
P0DMV8 AF-P0DMV8-F1-model_v4.pdb
P0DPB6 AF-P0DPB6-F1-model_v4.pdb
P0DPD6 AF-P0DPD6-F1-model_v4.pdb
P0DPD8 AF-P0DPD8-F1-model_v4.pdb
P0DTE5 AF-P0DTE5-F1-model_v4.pdb
P10072 AF-P10072-F1-model_v4.pdb
P10082 AF-P10082-F1-model_v4.pdb
P10242 AF-P10242-F1-model_v4.pdb
P10243 AF-P10243-F1-model_v4.pdb
P10244 AF-P10244-F1-model_v4.pdb
P10275 AF-P10275-F1-model_v4.pdb
P10276 AF-P10276-F1-model_v4.pdb
P10321 AF-P10321-F1-model_v4.pdb
P10398 AF-P10398-F1-model_v4.pdb
P10451 AF-P10451-F1-model_v4.pdb
P10586 AF-P10586-F1-model_v4.pdb
P10600 AF-P10600-F1-model_v4.pdb
P10619 AF-P10619-F1-model_v4.pdb
P10632 AF-P10632-F1-model_v4.pdb
P10635 AF-P10635-F1-model_v4.pdb
P10636 AF-P10636-F1-model_v4.pdb
P10644 AF-P10644-F1-model_v4.pdb
P10646 AF-P10646-F1-model_v4.pdb
P10721 AF-P10721-F1-model_v4.pdb
P10809 AF-P10809-F1-model_v4.pdb
P10826 AF-P10826-F1-model_v4.pdb
P10827 AF-P10827-F1-model_v4.pdb
P10828 AF-P10828-F1-model_v4.pdb
P10909 AF-P10909-F1-model_v4.pdb
P10911 AF-P10911-F1-model_v4.pdb
P10912 AF-P10912-F1-model_v4.pdb
P11049 AF-P11049-F1-model_v4.pdb
P11117 AF-P11117-F1-model_v4.pdb
P11137 AF-P11137-F1-model_v4.pdb
P11161 AF-P11161-F1-model_v4.pdb
P11168 AF-P11168-F1-model_v4.pdb
P11171 AF-P11171-F1-model_v4.pdb
P11172 AF-P11172-F1-model_v4.pdb
P11177 AF-P11177-F1-model_v4.pdb
P11215 AF-P11215-F1-model_v4.pdb
P11217 AF-P11217-F1-model_v4.pdb
P11229 AF-P11229-F1-model_v4.pdb
P11230 AF-P11230-F1-model_v4.pdb
P11234 AF-P11234-F1-model_v4.pdb
P11274 AF-P11274-F1-model_v4.pdb
P11277 AF-P11277-F1-model_v4.pdb
P11279 AF-P11279-F1-model_v4.pdb
P11309 AF-P11309-F1-model_v4.pdb
P11310 AF-P11310-F1-model_v4.pdb
P11362 AF-P11362-F1-model_v4.pdb
P11388 AF-P11388-F1-model_v4.pdb
P11413 AF-P11413-F1-model_v4.pdb
P11473 AF-P11473-F1-model_v4.pdb
P11474 AF-P11474-F1-model_v4.pdb
P11498 AF-P11498-F1-model_v4.pdb
P11511 AF-P11511-F1-model_v4.pdb
P11532 AF-P11532-F1-model_v4.pdb
P11597 AF-P11597-F1-model_v4.pdb
P11712 AF-P11712-F1-model_v4.pdb
P11802 AF-P11802-F1-model_v4.pdb
P11836 AF-P11836-F1-model_v4.pdb
P11912 AF-P11912-F1-model_v4.pdb
P12034 AF-P12034-F1-model_v4.pdb
P12081 AF-P12081-F1-model_v4.pdb
P12107 AF-P12107-F1-model_v4.pdb
P12110 AF-P12110-F1-model_v4.pdb
P12111 AF-P12111-F1-model_v4.pdb
P12270 AF-P12270-F1-model_v4.pdb
P12272 AF-P12272-F1-model_v4.pdb
P12314 AF-P12314-F1-model_v4.pdb
P12318 AF-P12318-F1-model_v4.pdb
P12524 AF-P12524-F1-model_v4.pdb
P12532 AF-P12532-F1-model_v4.pdb
P12694 AF-P12694-F1-model_v4.pdb
P12757 AF-P12757-F1-model_v4.pdb
P12814 AF-P12814-F1-model_v4.pdb
P12821 AF-P12821-F1-model_v4.pdb
P12830 AF-P12830-F1-model_v4.pdb
P12931 AF-P12931-F1-model_v4.pdb
P12955 AF-P12955-F1-model_v4.pdb
P13051 AF-P13051-F1-model_v4.pdb
P13196 AF-P13196-F1-model_v4.pdb
P13224 AF-P13224-F1-model_v4.pdb
P13473 AF-P13473-F1-model_v4.pdb
P13497 AF-P13497-F1-model_v4.pdb
P13569 AF-P13569-F1-model_v4.pdb
P13584 AF-P13584-F1-model_v4.pdb
P13591 AF-P13591-F1-model_v4.pdb
P13611 AF-P13611-F1-model_v4.pdb
P13612 AF-P13612-F1-model_v4.pdb
P13631 AF-P13631-F1-model_v4.pdb
P13637 AF-P13637-F1-model_v4.pdb
P13716 AF-P13716-F1-model_v4.pdb
P13726 AF-P13726-F1-model_v4.pdb
P13796 AF-P13796-F1-model_v4.pdb
P13797 AF-P13797-F1-model_v4.pdb
P13804 AF-P13804-F1-model_v4.pdb
P13805 AF-P13805-F1-model_v4.pdb
P13807 AF-P13807-F1-model_v4.pdb
P13866 AF-P13866-F1-model_v4.pdb
A0AUZ9 AF-A0AUZ9-F1-model_v4.pdb
A0AVF1 AF-A0AVF1-F1-model_v4.pdb
A0AVI2 AF-A0AVI2-F1-model_v4.pdb
A0JNW5 AF-A0JNW5-F1-model_v4.pdb
A0PJY2 AF-A0PJY2-F1-model_v4.pdb
A0PK05 AF-A0PK05-F1-model_v4.pdb
A1A4V9 AF-A1A4V9-F1-model_v4.pdb
A1A5B4 AF-A1A5B4-F1-model_v4.pdb
A1L390 AF-A1L390-F1-model_v4.pdb
A1L4H1 AF-A1L4H1-F1-model_v4.pdb
A1Z1Q3 AF-A1Z1Q3-F1-model_v4.pdb
A2A288 AF-A2A288-F1-model_v4.pdb
A2IDD5 AF-A2IDD5-F1-model_v4.pdb
A2RRH5 AF-A2RRH5-F1-model_v4.pdb
A2RRL7 AF-A2RRL7-F1-model_v4.pdb
A2RRP1 AF-A2RRP1-F1-model_v4.pdb
A2RUH7 AF-A2RUH7-F1-model_v4.pdb
A2VDJ0 AF-A2VDJ0-F1-model_v4.pdb
A3KMH1 AF-A3KMH1-F1-model_v4.pdb
A3KN83 AF-A3KN83-F1-model_v4.pdb
A4D0S4 AF-A4D0S4-F1-model_v4.pdb
A4D0V7 AF-A4D0V7-F1-model_v4.pdb
A4D126 AF-A4D126-F1-model_v4.pdb
A4D1B5 AF-A4D1B5-F1-model_v4.pdb
A4GXA9 AF-A4GXA9-F1-model_v4.pdb
A4UGR9 AF-A4UGR9-F1-model_v4.pdb
A5D6W6 AF-A5D6W6-F1-model_v4.pdb
A5D8V7 AF-A5D8V7-F1-model_v4.pdb
A5D8W1 AF-A5D8W1-F1-model_v4.pdb
A5PKW4 AF-A5PKW4-F1-model_v4.pdb
A5PL33 AF-A5PL33-F1-model_v4.pdb
A5X5Y0 AF-A5X5Y0-F1-model_v4.pdb
A5YKK6 AF-A5YKK6-F1-model_v4.pdb
A6H8Y1 AF-A6H8Y1-F1-model_v4.pdb
A6ND36 AF-A6ND36-F1-model_v4.pdb
A6NFN3 AF-A6NFN3-F1-model_v4.pdb
A6NHL2 AF-A6NHL2-F1-model_v4.pdb
A6NHR9 AF-A6NHR9-F1-model_v4.pdb
A6NJ46 AF-A6NJ46-F1-model_v4.pdb
A6NKB5 AF-A6NKB5-F1-model_v4.pdb
Q6ZMP0 AF-Q6ZMP0-F1-model_v4.pdb
Q6ZMT1 AF-Q6ZMT1-F1-model_v4.pdb
Q6ZMT9 AF-Q6ZMT9-F1-model_v4.pdb
Q6ZMU5 AF-Q6ZMU5-F1-model_v4.pdb
Q6ZMV9 AF-Q6ZMV9-F1-model_v4.pdb
Q6ZMW3 AF-Q6ZMW3-F1-model_v4.pdb
Q6ZMY3 AF-Q6ZMY3-F1-model_v4.pdb
Q6ZN01 AF-Q6ZN01-F1-model_v4.pdb
Q6ZN16 AF-Q6ZN16-F1-model_v4.pdb
Q6ZN17 AF-Q6ZN17-F1-model_v4.pdb
Q6ZN30 AF-Q6ZN30-F1-model_v4.pdb
Q6ZN44 AF-Q6ZN44-F1-model_v4.pdb
Q6ZN54 AF-Q6ZN54-F1-model_v4.pdb
Q6ZN66 AF-Q6ZN66-F1-model_v4.pdb
Q6ZNA4 AF-Q6ZNA4-F1-model_v4.pdb
Q6ZNJ1 AF-Q6ZNJ1-F1-model_v4.pdb
Q6ZNL6 AF-Q6ZNL6-F1-model_v4.pdb
Q6ZP82 AF-Q6ZP82-F1-model_v4.pdb
Q6ZQW0 AF-Q6ZQW0-F1-model_v4.pdb
Q6ZR08 AF-Q6ZR08-F1-model_v4.pdb
Q6ZR37 AF-Q6ZR37-F1-model_v4.pdb
Q6ZRF8 AF-Q6ZRF8-F1-model_v4.pdb
Q6ZRI0 AF-Q6ZRI0-F1-model_v4.pdb
Q6ZRI8 AF-Q6ZRI8-F1-model_v4.pdb
Q6ZRS2 AF-Q6ZRS2-F1-model_v4.pdb
Q6ZS17 AF-Q6ZS17-F1-model_v4.pdb
Q6ZS81 AF-Q6ZS81-F1-model_v4.pdb
Q6ZSB9 AF-Q6ZSB9-F1-model_v4.pdb
Q6ZSZ5 AF-Q6ZSZ5-F1-model_v4.pdb
Q6ZSZ6 AF-Q6ZSZ6-F1-model_v4.pdb
Q6ZT12 AF-Q6ZT12-F1-model_v4.pdb
Q6ZTN6 AF-Q6ZTN6-F1-model_v4.pdb
Q6ZTQ3 AF-Q6ZTQ3-F1-model_v4.pdb
Q6ZTQ4 AF-Q6ZTQ4-F1-model_v4.pdb
Q6ZTR5 AF-Q6ZTR5-F1-model_v4.pdb
Q6ZTW0 AF-Q6ZTW0-F1-model_v4.pdb
Q6ZU64 AF-Q6ZU64-F1-model_v4.pdb
Q6ZU65 AF-Q6ZU65-F1-model_v4.pdb
Q6ZU67 AF-Q6ZU67-F1-model_v4.pdb
Q6ZUJ8 AF-Q6ZUJ8-F1-model_v4.pdb
Q6ZUK4 AF-Q6ZUK4-F1-model_v4.pdb
Q6ZUM4 AF-Q6ZUM4-F1-model_v4.pdb
Q6ZUT3 AF-Q6ZUT3-F1-model_v4.pdb
Q6ZV29 AF-Q6ZV29-F1-model_v4.pdb
Q6ZV70 AF-Q6ZV70-F1-model_v4.pdb
Q6ZV73 AF-Q6ZV73-F1-model_v4.pdb
Q6ZVD7 AF-Q6ZVD7-F1-model_v4.pdb
Q6ZVD8 AF-Q6ZVD8-F1-model_v4.pdb
Q6ZVH7 AF-Q6ZVH7-F1-model_v4.pdb
Q6ZVM7 AF-Q6ZVM7-F1-model_v4.pdb
Q6ZVN8 AF-Q6ZVN8-F1-model_v4.pdb
Q6ZVT6 AF-Q6ZVT6-F1-model_v4.pdb
Q6ZVZ8 AF-Q6ZVZ8-F1-model_v4.pdb
Q6ZW76 AF-Q6ZW76-F1-model_v4.pdb
Q6ZWH5 AF-Q6ZWH5-F1-model_v4.pdb
Q6ZWL3 AF-Q6ZWL3-F1-model_v4.pdb
Q6ZXV5 AF-Q6ZXV5-F1-model_v4.pdb
Q702N8 AF-Q702N8-F1-model_v4.pdb
Q709C8 AF-Q709C8-F1-model_v4.pdb
Q709F0 AF-Q709F0-F1-model_v4.pdb
Q70CQ1 AF-Q70CQ1-F1-model_v4.pdb
Q70CQ2 AF-Q70CQ2-F1-model_v4.pdb
Q70CQ4 AF-Q70CQ4-F1-model_v4.pdb
Q70EL2 AF-Q70EL2-F1-model_v4.pdb
Q70EL3 AF-Q70EL3-F1-model_v4.pdb
Q70EL4 AF-Q70EL4-F1-model_v4.pdb
Q70HW3 AF-Q70HW3-F1-model_v4.pdb
Q70J99 AF-Q70J99-F1-model_v4.pdb
Q70YC5 AF-Q70YC5-F1-model_v4.pdb
Q70Z35 AF-Q70Z35-F1-model_v4.pdb
Q711Q0 AF-Q711Q0-F1-model_v4.pdb
Q71F23 AF-Q71F23-F1-model_v4.pdb
Q71RH2 AF-Q71RH2-F1-model_v4.pdb
Q71RS6 AF-Q71RS6-F1-model_v4.pdb
Q71SY5 AF-Q71SY5-F1-model_v4.pdb
Q71U36 AF-Q71U36-F1-model_v4.pdb
Q75QN2 AF-Q75QN2-F1-model_v4.pdb
Q75T13 AF-Q75T13-F1-model_v4.pdb
Q765P7 AF-Q765P7-F1-model_v4.pdb
Q76I76 AF-Q76I76-F1-model_v4.pdb
Q76KX8 AF-Q76KX8-F1-model_v4.pdb
Q76L83 AF-Q76L83-F1-model_v4.pdb
Q76LX8 AF-Q76LX8-F1-model_v4.pdb
Q76M96 AF-Q76M96-F1-model_v4.pdb
Q76N32 AF-Q76N32-F1-model_v4.pdb
Q76NI1 AF-Q76NI1-F1-model_v4.pdb
Q7KZI7 AF-Q7KZI7-F1-model_v4.pdb
Q7KZN9 AF-Q7KZN9-F1-model_v4.pdb
Q7L099 AF-Q7L099-F1-model_v4.pdb
Q7L0J3 AF-Q7L0J3-F1-model_v4.pdb
Q7L1I2 AF-Q7L1I2-F1-model_v4.pdb
Q7L266 AF-Q7L266-F1-model_v4.pdb
Q7L2E3 AF-Q7L2E3-F1-model_v4.pdb
Q7L4I2 AF-Q7L4I2-F1-model_v4.pdb
Q7L4P6 AF-Q7L4P6-F1-model_v4.pdb
Q7L576 AF-Q7L576-F1-model_v4.pdb
Q7L590 AF-Q7L590-F1-model_v4.pdb
Q7L592 AF-Q7L592-F1-model_v4.pdb
Q7L5A8 AF-Q7L5A8-F1-model_v4.pdb
Q7L5D6 AF-Q7L5D6-F1-model_v4.pdb
Q7L5N7 AF-Q7L5N7-F1-model_v4.pdb
Q7L7V1 AF-Q7L7V1-F1-model_v4.pdb
Q7L7X3 AF-Q7L7X3-F1-model_v4.pdb
Q7L8W6 AF-Q7L8W6-F1-model_v4.pdb
Q7LBE3 AF-Q7LBE3-F1-model_v4.pdb
Q7LDG7 AF-Q7LDG7-F1-model_v4.pdb
